Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","is_inc_v","accept_d","exp_d","list_d","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","addr_city","addr_state","acc_now_delinq","acc_open_past_24mths","bc_open_to_buy","percent_bc_gt_75","bc_util","dti","delinq_2yrs","delinq_amnt","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","mths_since_recent_inq","mths_since_recent_revol_delinq","mths_since_recent_bc","mort_acc","open_acc","pub_rec","total_bal_ex_mort","revol_bal","revol_util","total_bc_limit","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","total_il_high_credit_limit","num_rev_accts","mths_since_recent_bc_dlq","pub_rec_bankruptcies","num_accts_ever_120_pd","chargeoff_within_12_mths","collections_12_mths_ex_med","tax_liens","mths_since_last_major_derog","num_sats","num_tl_op_past_12m","mo_sin_rcnt_tl","tot_hi_cred_lim","tot_cur_bal","avg_cur_bal","num_bc_tl","num_actv_bc_tl","num_bc_sats","pct_tl_nvr_dlq","num_tl_90g_dpd_24m","num_tl_30dpd","num_tl_120dpd_2m","num_il_tl","mo_sin_old_il_acct","num_actv_rev_tl","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","total_rev_hi_lim","num_rev_tl_bal_gt_0","num_op_rev_tl","tot_coll_amt","policy_code"
"1069539","1304608","31825","31825","31825"," 36 months","  7.90%","995.82","A","A4","Audubon Mutual Housing Corporation","5 years","MORTGAGE","75000","Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069539","  Borrower added on 12/15/11 > Hello<br>I plan to use my funds to pay off my credit cards 100%.  <br>I pay more in minimum payments now than my loan payment will be and you can see by my credit report that I always repay my debts.<br>I have a very secure job in property management.  I have been with the company for close to 6 years.<br><br> Borrower added on 12/16/11 > In addition to the other info provided I would like to add that a majority of our credit card debt was from overruns when we added an addition to our home.  Unfortunately to finish the job we needed to use credit cards as our home equity line was cut during after the real estate bubble burst.<br><br>  Borrower added on 12/17/11 > One more note regarding my credit card payments.  Currently I have close to $2000.00 dollars a month budgeted.  The less than $1,000.00 loan payment monthly will allow me to save a generous portion of my monthly budget, something I am looking forward to greatly.<br>","debt_consolidation","Debt Consolidation Loan","Haddon Heights","NJ","0","","","","","14.03","0","0","1981-11-22 11:12","0","","","","","","","12","0","","23151","27.4%","","26","f","0.00","0.00","34886.08","34886.08","31825.00","3061.08","0.0","0.0","0.0","2013-08-02","16966.7","","2013-10-04","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1065420","1299514","10000","10000","9975"," 60 months"," 15.96%","242.97","C","C5","US Legal Support","2 years","RENT","29120","Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-28","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065420","","debt_consolidation","Brown Eyes Loan","HIALEAH","FL","0","","","","","22.83","0","0","1997-02-27 03:22","1","68","","","","","","11","0","","16158","63.6%","","31","f","5668.36","5654.14","7734.84","7715.60","4331.63","3403.21","0.0","0.0","0.0","2014-09-11","242.97","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069591","1304289","5000","5000","5000"," 36 months","  8.90%","158.77","A","A5","Good Samaritan Society","2 years","RENT","24044","Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069591","  Borrower added on 12/16/11 > The purpose of this loan is to pay off a couple of high interest credicards and holidays expenses so I can start the new year having only one creditor. Thank you for making this possible.Merry Christmas e a Prosperous New Year to all. Thank you<br>","debt_consolidation","Consolidation","Eugene","OR","0","","","","","11.93","0","0","2005-04-20 11:27","0","45","","","","","","8","0","","2224","29.3%","","16","f","628.35","628.35","5074.640000000001","5074.64","4371.65","702.99","0.0","0.0","0.0","2014-09-05","158.77","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069530","1291365","7000","7000","7000"," 36 months"," 15.96%","245.97","C","C5","GREG BARRETT DRYWALL","7 years","RENT","34000","Source Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069530","","credit_card","Credit Card Loan","OCEANO","CA","0","","","","","6.35","0","0","2007-10-28 07:27","1","","","","","","","6","0","","6113","60.5%","","6","f","966.81","966.81","7850.29","7850.29","6033.19","1817.10","0.0","0.0","0.0","2014-09-05","245.97","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069522","1304589","12400","12400","12400"," 36 months"," 10.65%","403.91","B","B2","Sharp Lawn Inc.","10+ years","RENT","41000","Not Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069522","  Borrower added on 12/16/11 > I plan to use the funding from this loan to pay off my credit cards in order to obtain lower interest rates and to have only one payment per month. I will be saving around $80 per month on interest including loan fees. I plan on using extra money to start an IRA. Worked at same business for 10 years<br>","credit_card","December 2011 Credit Card Loan","LEXINGTON","KY","0","","","","","11.8","0","0","2005-07-19 10:35","2","","","","","","","9","0","","11095","57.2%","","12","f","1594.12","1594.12","12908.119999999999","12908.12","10805.89","2102.23","0.0","0.0","0.0","2014-09-05","403.91","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069361","1304255","10800","10800","10800"," 36 months","  9.91%","348.03","B","B1","Department of Justice","2 years","RENT","55596","Source Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069361","  Borrower added on 12/19/11 > I have a very stable job &amp; am moving to get a better position. Thanks for your help!<br><br>  Borrower added on 12/22/11 > Almost there, am ready to take care of business, Merry Christmas! ^_^<br>","moving","Moving to better job; help a veteran!","Oakland","CA","0","","","","","5.5","0","0","2000-12-12 09:37","0","","","","","","","7","0","","2535","13.3%","","18","f","0.00","0.00","12157.2","12157.20","10800.00","1357.20","0.0","0.0","0.0","2013-11-04","3483.79","","2014-07-22","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069357","1304251","15000","15000","15000"," 36 months","  7.90%","469.36","A","A4","Gateway Hospice","1 year","RENT","45000","Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069357","  Borrower added on 12/15/11 > I am looking to pay off all my credit cards and have one lump sum to pay each month.  I graduated with my masters 2 years ago.  It took me a year to find a good job and I have been with them for a year now.  The next thing for me to fix in my life is my credit situation.  If I can pay one lump sum I will be saving money each month.  I would really appreciate the consideration of being approved.<br>","debt_consolidation","Debt Consolidation Loan","Youngstown ","OH","0","","","","","8.48","0","0","2004-11-21 09:31","0","","","","","","","7","0","","6704","50.4%","","27","f","0.00","0.00","16662.6","16662.60","15000.00","1662.60","0.0","0.0","0.0","2014-01-06","5872.8","","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069356","1304250","6000","6000","6000"," 36 months"," 12.42%","200.5","B","B4","Cox Communications","1 year","RENT","36852","Source Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069356","  Borrower added on 12/15/11 > This loan will be used to clear out my current credit cards to $0 balances and close them.  I have really high interest rates on them and chasing multiple minimum payments around is not working out so well.<br><br> Borrower added on 12/15/11 > I currently pay about $480 per month in minimums and have the lower interest rate is going to lower the payments so much, that i will actualy be paying this loan off in about half the time as ihave already learned to live with the 480 per month. <br><br>  Borrower added on 12/16/11 > For te consolidation of credit cards and to clear all revolving debt.<br>","debt_consolidation","Credit Card Consolidation","Phoenix","AZ","0","","","","","10.62","0","0","2007-04-10 10:30","1","","","","","","","7","0","","7310","66.5%","","12","f","0.00","0.00","7125.283165103301","7125.28","6000.00","1125.28","0.0","0.0","0.0","2014-04-03","1923.53","","2014-09-18","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069346","1304237","12500","12500","12475"," 60 months"," 12.69%","282.44","B","B5","United States Infrastructure Corporation","1 year","RENT","27000","Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069346","  Borrower added on 12/20/11 > The purpose of this loan is to pay off my credit card debt. The remaining will go towards my student loan.<br>","debt_consolidation","Credit card debt","JOLIET","IL","0","","","","","16.04","0","0","2001-12-07 09:06","3","","","","","","","6","0","","10143","50%","","24","f","6839.91","6826.21","8987.500000000002","8969.58","5660.09","3327.41","0.0","0.0","0.0","2014-09-05","282.44","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1067573","1301955","9600","9600","9600"," 36 months","  7.51%","298.67","A","A3","Nucor Building Systems","4 years","RENT","68004","Source Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1067573","  Borrower added on 12/15/11 > Funds will be used for an upcoming wedding.<br>I have a very stable job and will have no problems paying back the funds.<br>","other","Other Loan","COLUMBIA","SC","0","","","","","6.63","0","0","2003-01-31 08:09","0","","","","","","","6","0","","2896","18.1%","","11","f","1189.12","1189.12","9542.19","9542.19","8410.88","1131.31","0.0","0.0","0.0","2014-09-05","298.67","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069506","1304567","12000","12000","12000"," 36 months","  7.90%","375.49","A","A4","John Wiley Jr.","10+ years","RENT","62300","Not Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069506","  Borrower added on 12/15/11 > To be used to payoff high interest loans.<br>","debt_consolidation","Debt Consolidation","Metuchen","NJ","0","","","","","16.7","0","0","1994-03-19 08:36","0","38","","","","","","15","0","","8601","21%","","25","f","1483.06","1483.06","12008.929999999998","12008.93","10516.94","1491.99","0.0","0.0","0.0","2014-09-05","375.49","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069314","1304202","3000","3000","3000"," 36 months"," 18.25%","108.84","D","D5","","9 years","MORTGAGE","65000","Not Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069314","  Borrower added on 12/15/11 > Combination of things, including a higher-then expected school tax bill, short term year-end cashflow pinch. <br><br>I intend to pay this off ASAP, once one of my client projects wraps up. <br><br>My business is increasing steadily - recovering nicely from the credit crunch, which affected many of my clientele in 2009 &amp; 2010.<br><br>PS:  I've never been late with a payment. Ever. ;-)<br><br>Thank you ... and happy holidays!<br>","other","Year End Cleanup","Perkiomenville","PA","0","","","","","17.39","0","0","1998-09-24 09:02","0","","","","","","","8","0","","43936","98.1%","","22","f","425.85","425.85","3473.130000000002","3473.13","2574.15","898.98","0.0","0.0","0.0","2014-09-05","108.84","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1060578","1292332","4400","4400","4400"," 36 months"," 16.77%","156.37","D","D2","citizens bank","10+ years","RENT","55000","Not Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060578","","debt_consolidation","debt","providencee","RI","0","","","","","20.01","0","0","2004-06-16 12:18","0","","","","","","","7","0","","25237","99%","","11","f","610.29","610.29","4995.34","4995.34","3789.71","1205.63","0.0","0.0","0.0","2014-09-05","156.37","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069469","1304526","6000","6000","6000"," 36 months","  6.03%","182.62","A","A1","Stewart Enterprises, Inc.","10+ years","MORTGAGE","45600","Not Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-27","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069469","  Borrower added on 12/16/11 > Debt Consolidation Loan - Student Loan/Credit Card<br>","debt_consolidation","Debt-Consolidation ","Kenner","LA","0","","","","","5.34","0","0","1995-11-09 06:49","1","","","","","","","6","0","","3378","32.5%","","28","f","0.00","0.00","6065.86","6065.86","6000.00","65.86","0.0","0.0","0.0","2012-07-06","15.01","","2012-06-24","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1051117","1282787","14000","14000","14000"," 36 months","  9.91%","451.15","B","B1","golfers warehouse","6 years","RENT","80000","Not Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051117","  Borrower added on 12/15/11 > i am opening a small business and need a small amount to finalize the process<br><br>  Borrower added on 12/17/11 > i have over 8 years of profesional experience in this low cost/high return market.  my employee has over 12 years experience as well.<br>","small_business","Small Business Loan","west springfield","MA","0","","","","","10","0","0","1999-07-17 11:03","1","45","","","","","","7","0","","2219","13.4%","","40","f","1774.71","1774.71","14428.550000000001","14428.55","12225.30","2203.25","0.0","0.0","0.0","2014-09-05","451.15","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069465","1304521","5000","5000","5000"," 36 months","  8.90%","158.77","A","A5","STERIS Corporation","10+ years","MORTGAGE","100000","Source Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Late (16-30 days)","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069465","","debt_consolidation","Debt Consolidation for a better life","Cleveland Heights","OH","0","","","","","16.33","0","0","1995-06-12 07:30","0","","","","","","","17","0","","74351","62.1%","","35","f","782.62","782.62","4914.370000000001","4914.37","4217.38","696.99","0.0","0.0","0.0","2014-08-04","158.77","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069283","1304166","10000","10000","10000"," 36 months"," 10.65%","325.74","B","B2","Costco Wholesale Corp.","6 years","RENT","27000","Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069283","","other","Other Loan","Bronx","NY","0","","","","","11.47","0","0","2006-11-11 05:56","0","","","","","","","7","0","","7814","52.3%","","10","f","1281.74","1281.74","10414.43","10414.43","8718.26","1696.17","0.0","0.0","0.0","2014-09-05","325.74","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069287","1304171","10000","10000","10000"," 36 months","  6.03%","304.36","A","A1","Helicoil","10+ years","RENT","60000","Not Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069287","","credit_card","Credit Card Loan","New Milford","CT","0","","","","","12.74","0","0","1992-09-25 07:01","1","","","","","","","11","0","","14019","19.5%","","18","f","0.00","0.00","10282.67","10282.67","10000.00","282.67","0.0","0.0","0.0","2012-07-06","8762.05","","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069453","1303701","11000","11000","11000"," 36 months","  6.62%","337.75","A","A2","cognizant technology solutions","5 years","RENT","70000","Not Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069453","","debt_consolidation","Debt Consolitation ","West Hartford","CT","0","","","","","10.85","0","0","2002-01-06 04:29","0","","","","","","","5","0","","11638","36.4%","","7","f","1340.96","1340.96","10798.0","10798.00","9659.04","1138.96","0.0","0.0","0.0","2014-09-05","337.75","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069248","1304123","15000","15000","15000"," 36 months","  9.91%","483.38","B","B1","Caterpillar Inc.","8 years","MORTGAGE","80000","Not Verified","2011-12-15","2011-12-29","2011-12-15","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069248","  Borrower added on 12/15/11 > Using to pay off existing loans and credit card debt<br><br>  Borrower added on 12/16/11 > All are of a higher interest rate so this interest rate is substantionaly lower giving me peace of mind..<br><br>  Borrower added on 12/18/11 > My job is very stable and I have seniority over more than 80% of the workforce which makes it highly unlikely for me to get laid off..I made it through the 2008 economic downturn without a beat and I still have unlimited overtime oppurtunity<br>","debt_consolidation","Debt Consolidation Loan","PEORIA","IL","0","","","","","9.12","0","0","1992-04-28 12:56","2","","","","","","","9","0","","11845","63.7%","","28","f","1911.29","1911.29","15471.580000000002","15471.58","13088.71","2358.70","24.17","0.0","0.0","2014-09-05","483.38","2014-09-30","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068120","1302485","25600","25600","25350"," 36 months","  9.91%","824.96","B","B1","City of Santa Monica ","9 years","RENT","110000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068120","  Borrower added on 12/14/11 > I would like to clear my credit card balances and consolidate as single payment, I am in good standing on all my credits and never missed a payment.<br>","credit_card","Credit card refinance loan","Calabasas","CA","0","","","","","15.71","0","0","1999-07-19 06:32","0","","","","","","","11","0","","26088","62%","","27","f","3246.13","3214.43","26382.470000000012","26124.83","22353.87","4028.60","0.0","0.0","0.0","2014-09-04","824.96","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069244","1304117","7000","7000","7000"," 36 months"," 10.65%","228.02","B","B2","Aerotek Scientific","< 1 year","RENT","40000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069244","","debt_consolidation","Loan 12142011","Berkeley","CA","0","","","","","7.38","0","0","2004-04-24 11:45","0","","","","","","","7","0","","12168","92.9%","","12","f","904.46","904.46","7281.14","7281.14","6095.54","1185.60","0.0","0.0","0.0","2014-09-04","228.02","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069243","1304116","12000","12000","12000"," 36 months"," 15.96%","421.65","C","C5","Chemat Technology Inc","4 years","RENT","50000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069243","","car","Car Loan","PANORAMA CITY","CA","0","","","","","20.88","0","0","2006-10-11 11:41","2","","","","","","","11","0","","15793","90.8%","","11","f","0.00","0.00","3521.95","3521.95","1903.66","1039.35","0.0","578.94","5.49","2012-08-02","421.65","","2012-12-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069238","1303909","12000","12000","12000"," 36 months","  9.91%","386.7","B","B1","Scott & White","1 year","RENT","46000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-21","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069238","  Borrower added on 12/19/11 > I got crazy with my credit cards in college and now its time to finally pay it all down. I just want a one stop shop to consolidate all my debt so I can feel like I actually am paying my cards down, and also so I can start saving.<br><br> Borrower added on 12/19/11 > Please help me to get rid of my credit card debt in 3 years or less. I've made the mistake of spending too much in college and now it's time to finally pay it all down! One monthly payment and a lower interest rate will definitely help me to reach my goal, and to really start saving for my future.<br>","credit_card","Credit Cards","TEMPLE","TX","0","","","","","8.11","0","0","2000-05-15 11:26","1","","","","","","","11","0","","12143","52.1%","","12","f","0.00","0.00","13748.2131095106","13748.21","12000.00","1748.21","0.0","0.0","0.0","2014-07-07","964.73","","2014-07-22","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069410","1303652","21000","21000","20975"," 60 months"," 19.91%","555.33","E","E4","Costco","7 years","RENT","50000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069410","  Borrower added on 12/20/11 > consolidation  of credit cards.<br>","debt_consolidation"," Bill pay of","KENT","WA","0","","","","","21.58","0","0","1998-09-23 10:22","1","","","","","","","7","0","","19448","97.6%","","14","f","12359.51","12344.78","17763.81","17742.68","8640.49","9123.32","0.0","0.0","0.0","2014-09-04","555.33","2014-10-13","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068409","1302790","16000","16000","15950"," 60 months"," 19.91%","423.11","E","E4","CA Technologies","7 years","RENT","81000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068409","  Borrower added on 12/16/11 > Will use this opportunity to consolidate my high interest debt obligations, a mojority of which were accrued during school years (undergraduate and graduate degree programs). <br><br>My credit history from the past 10+ years is testament to the fact that i have never missed a payment.<br>","credit_card","refinance debt","FRAMINGHAM","MA","0","","","","","20.52","0","0","1998-12-22 04:05","3","","","","","","","12","0","","27884","75.1%","","21","f","0.00","0.00","20876.100000000002","20810.87","16000.00","4876.10","0.0","0.0","0.0","2013-10-04","9931.02","","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068487","1302882","10000","10000","10000"," 36 months"," 12.42%","334.16","B","B4","Netflix","< 1 year","OWN","39000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068487","","debt_consolidation","Debt Consolidation Loan","Portland","OR","0","","","","","18.58","0","0","2004-12-20 06:21","0","","","","","","","5","0","","12874","72.7%","","10","f","0.00","0.00","11474.76","11474.76","10000.00","1474.76","0.0","0.0","0.0","2013-07-05","5803.94","","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1043961","1274517","10000","10000","10000"," 36 months"," 10.65%","325.74","B","B2","DCAA","2 years","RENT","51400","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1043961","  Borrower added on 12/21/11 > I plan to use the funds to pay off all of my credit card debt. I have always been a responsible individual, paid my bills on time, and have never been unemployed. I have a stable job in an in-demand industry. I keep a monthly budget of my income and expenses.<br>","credit_card","My End to Bad Spending Habits Plan","Dallas","TX","0","","","","","19.14","0","0","2000-10-25 11:14","3","","","","","","","10","0","","10160","59.1%","","24","f","0.00","0.00","10575.94","10575.94","10000.00","575.94","0.0","0.0","0.0","2012-08-02","8627.74","","2014-09-17","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068945","1287308","7100","7100","7100"," 36 months"," 16.77%","252.33","D","D2","Triple D security ","1 year","MORTGAGE","33000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068945"," I wna apply for $7100 loan to pay off all credit cards n line of credit I have n hospital bill. If I do get loan I can definitely pay the monthly payments back.<br> Borrower added on 12/14/11 > I only want a loan of $7100. If I can get this that would b great. <br>","debt_consolidation","To pay of all debt","AUSTIN","TX","0","","","","","24","0","0","2007-04-30 02:35","2","","","","","","","4","0","","6021","91.2%","","8","f","985.49","985.49","8059.56","8059.56","6114.51","1945.05","0.0","0.0","0.0","2014-09-04","252.33","2014-09-29","2014-07-22","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069142","1287810","13000","13000","13000"," 60 months"," 12.69%","293.74","B","B5","wrisco","< 1 year","MORTGAGE","30000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069142","  Borrower added on 12/07/11 > plan to use the funds to pay off bills. always pay bills on time.  monthly budget will be minimal after consolidating. have good job<br>","debt_consolidation","Debt Consolidation Loan","MATAWAN","NJ","0","","","","","13.72","0","0","2002-05-26 04:00","0","","","","","","","17","0","","17080","58.9%","","27","f","7097.80","7097.80","9380.43","9380.43","5902.20","3478.23","0.0","0.0","0.0","2014-09-04","293.74","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068934","1277395","17500","8950","8925"," 60 months"," 17.27%","223.74","D","D3","","6 years","RENT","40000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068934","  Borrower added on 11/28/11 > Thanks.<br> Borrower added on 12/05/11 > Hello,<br>I am in need of the money to purchase a tractor for my new business. I have a signed contract for guaranteed income for the next 5 years. Just need some extra support to get started. I appreciate the assistance.<br><br> Borrower added on 11/28/11 > Thanks.<br> Borrower added on 12/05/11 > Hello,<br>I am in need of the money to purchase a tractor for my new business. I have a signed contract for guaranteed income for the next 5 years. Just need some extra support to get started. I appreciate the assistance.<br>","small_business","Start Up","San Jose","CA","0","","","","","19.47","0","0","2006-05-28 06:18","1","","","","","","","5","0","","10724","58.9%","","6","f","5139.01","5124.63","7133.680000000006","7113.81","3810.99","3322.69","0.0","0.0","0.0","2014-09-04","223.74","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069136","1278095","17675","17675","17675"," 60 months"," 14.65%","417.25","C","C3","webb candy","< 1 year","RENT","50000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069136","  Borrower added on 12/07/11 > I am trying to wrap everything together - I currently pay well over 700 a month for this debt, and have NEVER been late.  ","debt_consolidation","Debt Consolidation Loan","BALDWIN","WI","0","","","","","16.46","0","0","2002-07-19 11:49","2","","","","","","","6","0","","6661","57.4%","","14","f","0.00","0.00","21323.429999999997","21323.43","17675.00","3648.43","0.0","0.0","0.0","2013-08-08","13814.81","","2014-02-24","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068923","1303549","8000","8000","8000"," 36 months"," 16.77%","284.31","D","D2","Omniplex ","< 1 year","RENT","62000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068923","  Borrower added on 12/16/11 > I am looking to pay down my high interest revolving credit card accounts in full with this loan<br>","debt_consolidation","Debt Consolidation Loan","Stafford","VA","0","","","","","21.64","0","0","2006-07-13 05:35","3","","","","","","","14","0","","6088","66.9%","","20","f","1136.61","1136.61","9092.1","9092.10","6863.39","2213.72","14.988835330014","0.0","0.0","2014-09-04","284.31","2014-09-29","2014-07-22","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
